,Plate Waste,Empty Plate,Kitchen Waste,No Objects
20181211120918_20b931ca-71fa-47ad-a76e-41c81f13a805.jpg,0,1,0,0
20181211120935_7539ba40-4e86-4805-bf65-4c155031a390.jpg,0,1,0,0
20181211120947_b81f368d-956d-4756-9054-67ed28cc1d74.jpg,1,0,0,0
20181211120958_80bb7cb0-8199-4377-bb72-bd5631077779.jpg,1,0,0,0
20181211121014_f1370375-9242-4b26-ae30-1d1c7bf4c21e.jpg,1,0,0,0
20181211121034_05c9e02d-b2b4-4a00-95a1-3216443ebdd5.jpg,1,0,0,0
20181211121103_83d37bd9-3d79-4dec-86e8-aaff0057674d.jpg,0,1,0,0
20181211121117_70fc2f3f-9d79-488c-9b91-3cccc6eea07c.jpg,1,0,0,0
20181211121139_6c9b240f-838b-4f27-99e8-ee68de26bdca.jpg,1,0,0,0
20181211121209_85bb8baf-535c-48f0-a934-0b5f25fa8880.jpg,1,0,0,0
20181211121219_435976a2-6e8a-4f73-b4aa-2d3aa05f0440.jpg,1,0,0,0
20181211121235_90195a68-47b7-42d9-85be-ae4a8520d710.jpg,1,0,0,0
20181211121245_81724db6-4616-4a8e-b506-c871df6e72e8.jpg,0,1,0,0
20181211121257_b5354b8c-e546-477d-85de-b0cde296527b.jpg,1,0,0,0
20181211121315_b24e70f8-0e7b-44a0-8f82-6579007c3a42.jpg,1,0,0,0
20181211121337_0a3ceeb8-da9a-4d24-b56d-8e0393258c5f.jpg,1,0,0,0
20181211121350_c48d4f00-f1cf-4efa-b2c0-aed5eb27d051.jpg,1,0,0,0
20181211121400_987f8d13-cf1b-48b5-8674-ee7e5420e150.jpg,1,0,0,0
20181211121425_1c9c27fb-81e9-4299-874e-88fb81f8e872.jpg,1,0,0,0
20181211121524_de02e55d-480a-48aa-a687-0cacd5aa5721.jpg,1,0,0,0
20181211121538_eb483ece-4dc2-4eda-b1d7-6b3b501c0c2f.jpg,1,0,0,0
20181211121706_d86b137d-7f05-4c80-8807-4d73bd643862.jpg,0,1,0,0
20181211121715_02d42045-0954-4674-ada8-1da1c828b66d.jpg,0,0,0,1
20181211122835_12abae66-5db9-48c9-b3e0-d39007405604.jpg,1,0,0,0
20181211122850_fb0bc5e5-f006-45cb-8ef9-cdc080687e71.jpg,0,0,0,1
20181211122903_d9b2e6c1-4134-4436-98ab-d0af870dd9af.jpg,1,0,0,0
20181211123026_84f5e4dc-2f6e-468c-a839-5c54d015c751.jpg,0,1,0,0
20181211123530_c604768f-026f-49fd-b11b-e1f58fd2dacd.jpg,1,0,0,0
20181211123536_46292c12-4f3c-4222-8524-1c4e09369373.jpg,0,1,0,0
20181211123951_b7d44172-4922-4370-aee0-3a32641c5c82.jpg,0,0,0,1
20181211124006_f48d943e-aec0-4d15-808e-331d223f5c40.jpg,1,0,0,0
20181211124026_518b1961-0bad-462c-9eb3-05e1231fbd87.jpg,0,1,0,0
20181211124030_7b4c0040-996d-44e6-98fd-ac4937a12d49.jpg,0,0,0,1
20181211124051_95e3b962-374e-44cf-b2b2-80484f11253b.jpg,0,0,0,1
20181211124054_7d1325b5-7df9-4024-933f-049d53cca19b.jpg,0,0,0,1
20181211124123_cafd19c4-91a8-421d-ab2b-8d47a26ad98c.jpg,0,1,0,0
20181211124142_e88130d3-3f42-491e-b14b-8113eefbfdfb.jpg,1,0,0,0
20181211124323_819c9e20-bef1-4048-88bb-240cf9b9f74f.jpg,0,0,0,1
20181211124440_8dc060b8-1180-421f-b819-c356fe5e5ab4.jpg,0,0,0,1
20181211124446_9087d3d1-0baf-46e7-88f1-b264f88d1af9.jpg,0,0,0,1
20181211124902_90c81d57-e352-489d-a236-b6fb16f7125d.jpg,0,0,0,1
20181211124929_1751172b-25c0-45b5-8fe1-d72cbb22e7b8.jpg,1,0,0,0
20181211125325_1add16d1-d1bf-4fee-aac9-e49dbfa39471.jpg,0,0,1,0
20181211125334_2fc58769-4176-4741-9070-4c9de1ef23ee.jpg,0,0,1,0
20181211125344_32a3a586-90ec-4102-8121-88b1ae9d6468.jpg,0,0,1,0
20181211125354_7ce0ecbd-7cce-4cfd-9664-518609a0576c.jpg,0,0,1,0
20181211125422_e369f6d8-56ab-4b2f-a38d-e8940739b97c.jpg,0,0,1,0
20181211125503_4a6dc6ba-69ac-4ef0-ae7d-fe360070d8c2.jpg,0,0,1,0
20181211125516_9ecb720e-a921-4cfb-8bdd-e3f698dbcefe.jpg,0,0,1,0
20181211125540_898479a5-25a6-416b-aa71-10e2c1a2438b.jpg,0,0,1,0
20181211125701_53167cac-6a46-4ea2-aab5-604fd6387f68.jpg,0,1,0,0
20181211125752_7f5c28f5-57cd-4d92-b060-10dcac862bb1.jpg,1,0,0,0
20181211125757_bba42881-0a37-41c8-aadd-3fed454660e7.jpg,1,0,0,0
20181211125810_b937f6ac-d1ba-4c92-b89c-8278b0f76d06.jpg,0,0,0,1
20181211125945_475003d2-74f5-4b3a-9867-323c9e865031.jpg,0,0,0,1
20181211130009_096f77e5-6a2c-40d5-a791-a41c21d4f133.jpg,0,1,0,0
20181211130638_e8f26b00-1027-4967-bec2-e78439a9b622.jpg,0,1,0,0
20181211130802_14369307-d2db-4574-af86-45ab16357682.jpg,0,1,0,0
20181211130808_1fd80990-e8b3-42cc-8c58-6f50ae00eeb2.jpg,0,0,0,1
20181211130813_8141a753-0b85-4647-958a-9a0cdd123b34.jpg,1,0,0,0
20181211130946_aedaae3e-b174-43c9-ab59-b20bb87b4fec.jpg,0,0,1,0
20181211131020_924d4085-c49e-42a5-a8c0-896f9d40aa16.jpg,0,0,0,1
20181211131326_a3a5aeae-b153-4530-9f08-cc1c7cf6f796.jpg,0,0,0,1
20181211131533_28275d21-8687-4f90-a5ca-a8a94719366f.jpg,0,0,0,1
20181211131542_d1c47aac-3017-4cd5-b4db-41c6c0923303.jpg,0,0,0,1
20181211131545_05c54a3a-5876-4ae1-8e56-985c88c71c42.jpg,1,0,0,0
20181211131553_3c3cf9ca-3618-4379-bf0d-2ea4c4ee1256.jpg,0,1,0,0
20181211131630_f8f9e2d5-5046-46f1-a33e-49c31efe57ef.jpg,1,0,0,0
20181211131656_f3d06225-d988-4ee7-930a-5d49b22c0bc9.jpg,1,0,0,0
20181211131702_6a7d22fe-ea58-4de6-a0dc-958e689bd028.jpg,0,0,0,1
20181211131722_6224dfa9-dd85-4ad1-be37-05c6ab605c19.jpg,1,0,0,0
20181211133117_c6e635c1-b296-41d6-9059-2cb6522765aa.jpg,1,0,0,0
20181211133122_7ac493f1-2a3a-4d79-b673-d93c9b6ccb37.jpg,0,1,0,0
20181211133758_174644ed-604a-46de-b43b-56965f69be3d.jpg,0,0,1,0
20181211133810_5c26cb44-9e91-4da5-be7b-5d67cef0a7b1.jpg,0,0,1,0
20181211133838_9429417b-51c2-4573-91bf-17f2934eb13f.jpg,0,0,1,0
20181211133844_a2e2b0fc-f353-4e05-a586-16b804e16b5a.jpg,0,0,1,0
20181211133848_499f87f5-f2e5-4bd0-8775-21ad684969d3.jpg,1,0,0,0
20181211133856_19d84dec-6f8b-4c55-b5ff-d35de63510a7.jpg,0,1,0,0
20181211133901_292b228e-0ffb-4193-a056-ed89ad4323a9.jpg,1,0,0,0
20181211134228_b55f8532-1bc9-4c6d-b5c6-8de95863befc.jpg,0,0,0,1
20181211134238_c30ff0f5-3282-43cc-a60a-9ae137a23ffb.jpg,0,1,0,0
20181211134253_4aadd275-a11a-41ec-a788-4357fb0927f8.jpg,0,1,0,0
20181211134731_f9244e08-a4d6-43eb-ae7a-2b321b83c6ef.jpg,0,0,1,0
20181211135055_6e39b59b-daf5-4674-9b26-9ff9aafa6848.jpg,1,0,0,0
20181211135107_ce5272c1-a841-41ac-a090-ecc580cbee40.jpg,1,0,0,0
20181211135529_0c8be5a5-5153-4663-aae2-59d6d6e0cb38.jpg,1,0,0,0
20181211135549_ec976021-94cf-41c3-a1fa-d7b96acd4a5c.jpg,1,0,0,0
20181211135601_aecc7daf-4e96-437d-9bab-1ac3a0ab7f1a.jpg,0,0,1,0
20181211135822_b58236aa-afb7-424a-809e-02a464fa6e90.jpg,0,0,0,1
20181211142259_7e056e73-ff85-4517-aa5b-9756ba6bb14c.jpg,1,0,0,0
20181211143430_733d275d-27bf-4241-b6e5-22c6619f17e8.jpg,0,0,0,1
20181211143842_5895bc9a-1c11-49b1-ab36-efb7b2c593b6.jpg,0,0,0,1
20181211154419_988f1c7d-7dd2-46b7-95f1-fbfa85a9a2a4.jpg,0,0,0,1
20181211154431_0919ebb1-8a3b-4d4a-bb07-e8db38097457.jpg,0,0,0,1
20181211155807_9c282e81-cdf9-4d5c-b62d-eef6fba0c644.jpg,1,0,0,0
20181216094744_6802ec31-31bd-41da-bfb8-3895a16e713a.jpg,0,0,1,0
20181216094904_fa04b3b1-0729-4261-94db-4418b8d3f042.jpg,0,0,1,0
20181216094910_31e38597-ae99-4c0e-9da7-4786bfd2ccee.jpg,0,0,1,0
20181216094915_71c79dea-3739-4a0e-8bca-cf3043814eb0.jpg,0,0,1,0
20181216094921_935ea2b6-a03b-4e58-a238-ac3ec3f81bf4.jpg,0,0,1,0
20181216094935_b9009455-1941-4743-ae86-42097c6405e0.jpg,0,0,1,0
20181216094948_9ba9a622-16e6-4e76-ab34-fda308d6cbe3.jpg,0,0,1,0
20181216094955_4319d471-6398-4e2c-bdf4-da01b0ecf019.jpg,0,0,1,0
20181216095000_84ae7325-a521-41d0-8c86-4333399d8eae.jpg,0,0,1,0
20181216095008_29e37e1c-f8b0-4c4f-bfe9-465a59ee042b.jpg,0,0,1,0
20181216095053_a7142fd9-f53f-4f12-8f27-928e72a99ea7.jpg,1,0,0,0
20181216095059_a1d0eb6d-6be6-44f9-826d-01c4928fa171.jpg,0,0,0,1
20181216095118_07031cbf-cd19-46ac-abab-40d5f443be30.jpg,0,0,1,0
20181216095128_c701236e-d97f-4777-9df4-29c35c953ad9.jpg,0,0,1,0
20181216095146_2c649c25-fefd-4a28-ab17-c2e3a7e6cf4b.jpg,0,0,1,0
20181216095153_686771c2-6a1a-46c2-94c7-a4710b949417.jpg,0,0,1,0
20181216095212_c607f431-228a-4e57-adc4-0e7d787321eb.jpg,0,0,1,0
20181216095237_99dc6021-930c-4dbf-b478-e0c8ec92dc14.jpg,0,1,0,0
20181216095245_f5537efa-ffb2-4b11-afb0-debe977785d4.jpg,0,0,1,0
20181216095249_423a5806-9df3-41ba-a012-5635f3b5dad9.jpg,0,0,0,1
20181216095300_fb02c192-4389-45c3-8590-cc0e793902e2.jpg,1,0,0,0
20181216095308_8d9b7b7e-ab95-451e-a566-fec887009a04.jpg,0,0,1,0
20181216095324_461f13f4-1fee-48ac-83a3-3a2ff4fbb1a7.jpg,0,0,1,0
20181216095328_b0bc6bda-1581-4dba-8846-5823563d4991.jpg,0,0,0,1
20181216095330_9f02fa20-7afc-43a0-abc8-d8ac98229201.jpg,0,0,1,0
20181216095336_19523a18-4864-4ae3-9486-78e644e53f11.jpg,0,0,1,0
20181216095347_89d23a56-4ad9-42a6-887d-ddbb2a967c9e.jpg,0,0,1,0
20181216095443_84dd7de2-a00e-4b71-9a1a-04bd0919a212.jpg,0,1,0,0
20181216095459_b593d1d9-74ea-4369-93e2-a12b7591e0c6.jpg,0,0,0,1
20181216095506_889d506e-5e5b-47de-acdb-c1793e94781c.jpg,0,0,1,0
20181216095512_36898025-ffc2-409b-afa6-a19fce8d4245.jpg,1,0,0,0
20181216095514_b12956a2-a5ac-4807-bc6b-d14cc449cb4c.jpg,0,0,0,1
20181216095545_1bf03054-dd30-4104-83f1-6295031ffe3b.jpg,0,0,1,0
20181216095553_f58a6f53-aade-4311-87a1-6af496c50d95.jpg,0,0,1,0
20181216095611_8e30edc6-09d4-48fe-9e0d-d398d6adc648.jpg,1,0,0,0
20181216095630_6a600ac7-3ed9-449a-a304-41321a27f2ca.jpg,0,0,1,0
20181216095638_b55cd30b-fd46-466d-84bc-318dc50e8bf9.jpg,0,1,0,0
20181216095644_82629b71-5f83-4cef-91bc-eb5f7cb8e56f.jpg,0,0,1,0
20181216095653_50bb23f3-0182-46fd-a36c-d6ebcf6ad135.jpg,0,0,1,0
20181216095710_6d9672d6-964c-4650-8e85-6c34c9ce0538.jpg,0,1,0,0
20181216095716_fd169a04-ad35-4347-80e5-58c066ec4077.jpg,0,0,1,0
20181216095719_5cf93cb8-868a-4761-a9d2-de8f9fbd396e.jpg,0,0,0,1
20181216095758_b3d7ca81-d029-4763-93d7-69db235ad70b.jpg,0,1,0,0
20181216095820_d909f4ca-e615-45c9-ad68-852d8528a55a.jpg,0,0,1,0
20181216095939_a9cd5692-a28d-4942-b5f6-2a3674ed200f.jpg,0,0,1,0
20181216095945_0a31285a-31d8-48b9-920b-0822a13038c4.jpg,0,0,1,0
20181216095952_678f5620-a9c6-4ad8-9354-bbcc9c778bd3.jpg,0,1,0,0
20181216100000_53912cfb-1ac0-4f9c-90f3-2bd0b3aa469e.jpg,0,0,1,0
20181216100023_183c23d9-d67f-4fa3-9fd8-67a38ab809ff.jpg,0,0,1,0
20181216100026_89f927ea-2ef9-42cf-af58-f00d12ca9025.jpg,0,0,1,0
20181216100031_764fbab5-00c3-4757-83a6-a0358f3f44d7.jpg,0,0,1,0
20181216100038_619c114a-ec16-42ee-a446-5440c7ab79fb.jpg,0,0,1,0
20181216100100_39e6ebe7-d75b-43ad-bcbc-90ce2b3ece8e.jpg,0,1,0,0
20181216100142_5687259f-2f97-40a3-9b50-39dd32c85ae6.jpg,0,0,1,0
20181216100544_50cd35cd-8298-4f9d-9c62-5efc6b18618b.jpg,0,0,1,0
20181216100556_4701252d-09bf-479f-a742-6e0f510018a3.jpg,0,0,1,0
20181216100606_b432356a-7056-41bc-aae8-0f79a4f90026.jpg,0,0,1,0
20181216100614_4cbc6311-f573-4350-b3ee-57168d706721.jpg,0,0,1,0
20181216100625_e9803407-d9ed-485b-9d5d-d3cdf4236e4e.jpg,0,0,1,0
20181216100631_75811dfe-4268-4be1-8b9d-3ec0fc5a27c4.jpg,0,0,1,0
20181216100637_ec371280-cafd-482d-b62a-3a0bc8515ed6.jpg,0,0,1,0
20181216100642_bd9fc1a1-fe7c-497a-be78-4e2152d6129c.jpg,0,0,1,0
20181216100646_de560b3a-698a-4ca3-85bc-31a0af31dfe2.jpg,0,0,1,0
20181216100650_f7b755ea-9111-4973-9d45-cb51e44974b8.jpg,0,0,1,0
20181216100652_0d21902f-50df-40be-b738-79a9047c96c4.jpg,0,0,1,0
20181216100924_68eac97f-a063-4231-a396-59f500475aad.jpg,1,0,0,0
20181216100928_d213b5af-1a15-4cf7-8786-27563761d1b5.jpg,1,0,0,0
20181216102612_b5b24dc1-dce7-4a12-9a72-d825e12dbf8d.jpg,0,0,0,1
20181216102628_5cc245d5-59fe-460c-abb6-b5a3c276afdc.jpg,0,0,1,0
20181216102652_9c55efa3-7fd3-4969-bd17-bcffc3df3bb7.jpg,0,0,1,0
20181216102730_6006d3c7-e4e0-4b8a-8269-a0d35bb34ea4.jpg,0,0,0,1
20181216102742_a6e5df27-6e9c-47db-8865-c00f2f598215.jpg,0,0,1,0
20181216102746_bb1f915e-e84a-46ce-aa72-d3f5c93ff08d.jpg,0,0,1,0
20181216102754_0376ca80-9ecd-4bd4-97a3-c66d97d57bc9.jpg,0,0,1,0
20181216102809_336cfe3e-ccd2-4318-afff-fe7ec6f0a6e5.jpg,0,0,1,0
20181216102823_afa97f43-0991-4a08-a135-bc3edd7894fb.jpg,0,0,0,1
20181216102901_05fcf21a-5856-4c58-9181-8dfe3fb7c123.jpg,0,0,1,0
20181216102921_2a7f09bc-ac93-4329-abf7-d7e310c19d4a.jpg,0,0,0,1
20181216102925_16ccaaf1-731e-4506-9f47-8504dc0c56f7.jpg,0,0,0,1
20181216102946_a51315b3-e776-45b5-8741-5b47acee452f.jpg,0,0,0,1
20181216102950_1ca0bf87-ef80-4920-82fb-551a8f1e1893.jpg,0,0,1,0
20181216102957_e2af2b8b-e5cd-45e3-9053-4800376a165c.jpg,0,0,1,0
20181216103023_ed7127e1-a853-4d61-a40e-97a50fbf804d.jpg,0,0,0,1
20181216103036_ee51b582-7bbc-41c1-8995-77414e106822.jpg,1,0,0,0
20181216103041_20bcba10-804a-4b12-9bab-6b5deb4d6de2.jpg,1,0,0,0
20181216103045_a97bdb88-d18c-435a-bd1e-d74f05463a97.jpg,0,0,1,0
20181216104435_3a48fa82-9d54-4b9d-980a-cd096839116a.jpg,0,0,1,0
20181216110043_2b2ef878-4a18-49fc-b0d9-41b7b2d125dc.jpg,0,1,0,0
20181216110157_0257f192-66f2-44ea-9775-839453cd9a9a.jpg,0,0,1,0
20181216110206_32199730-fd89-4e81-a22c-d35bec0e251b.jpg,0,0,1,0
20181216110210_57020a63-166b-4947-9eb8-d4ecf95ed4a8.jpg,0,0,1,0
20181216110213_10034e04-7432-45c1-acf0-7e4d337fda11.jpg,0,0,1,0
20181216110216_441cd0fa-417a-42e3-8cea-9b226bdc60bb.jpg,0,0,1,0
20181216110225_c95a9405-b5b6-4e78-a616-873f7f1a957e.jpg,0,0,1,0
20181216110229_a7eced63-c5d4-4d46-9a55-7e7809a01caf.jpg,0,0,1,0
20181216110636_eae5d663-3b3d-4749-8d36-b201554ed2c5.jpg,0,1,0,0
20181216111004_55a71275-6362-470c-b678-9fe0979623bc.jpg,0,1,0,0
20181216111011_fee09820-17ae-42dd-b992-48d6d6547b83.jpg,0,1,0,0
20181216111015_7c2d79db-b88e-400a-bc69-ba0da3814452.jpg,0,1,0,0
20181216111027_d75a3d8d-f995-4af4-8872-992aa0376c47.jpg,0,1,0,0
20181216111138_de15909b-45d4-432a-a7c2-f55f019915c2.jpg,1,0,0,0
20181216111156_1be544bf-0e63-4528-8e8a-8b25d7cdcae7.jpg,1,0,0,0
20181216111222_9d0b07e7-a9cc-4d72-9742-04231505f801.jpg,1,0,0,0
20181216111225_89fc1f29-8b96-43e4-9d57-83ddadf95dc0.jpg,1,0,0,0
20181216111228_0b64a2bf-d84e-402f-bd37-96cd0ce7e4e2.jpg,1,0,0,0
20181216111239_d7492433-ffe2-45e6-b68e-562ab94e2086.jpg,1,0,0,0
20181216111242_8f3b5360-e5cf-4107-a0e1-be422ba19c42.jpg,1,0,0,0
20181216111328_1595124e-0fef-4c78-b33a-c3d69f8b877a.jpg,1,0,0,0
20181216111905_6d31576c-6a90-4a75-b8ff-e34e904b2df7.jpg,1,0,0,0
20181216111911_ccb4b316-785d-4161-a30f-2210604f4f62.jpg,1,0,0,0
20181216111917_cabb0af7-0b26-4b35-90ed-d7f12f678be0.jpg,1,0,0,0
20181216111922_2ea0daa4-120f-46e9-a4e9-0f14609099ef.jpg,1,0,0,0
20181216112002_76118136-a6aa-4623-8279-2550d8a3f14f.jpg,1,0,0,0
20181216112008_b383b2df-161e-4607-af14-6671d72e19c8.jpg,1,0,0,0
20181216112016_47f4472e-6d6d-424a-b7fb-264aa49eb32c.jpg,1,0,0,0
20181216112020_7abc7231-7e05-4d3d-9036-bd6c1b2089ca.jpg,1,0,0,0
20181216112026_9ebf8c44-d29c-4ae0-b13d-ebe5b6a39dd3.jpg,1,0,0,0
20181216112419_70de110b-06d7-42cf-82a8-f811e01ae7bf.jpg,0,0,1,0
20181216112429_5d309234-2a5d-4d51-ae7b-4a58db883f24.jpg,0,0,1,0
20181216112436_b907e5ea-d3b4-4635-a934-d1127bf78fa7.jpg,0,0,1,0
20181216112623_e446b3d1-ce32-45d3-b406-43646dc0eead.jpg,1,0,0,0
20181216112631_7aadd42f-d4c0-4d89-a204-35a0c877a157.jpg,1,0,0,0
20181216112709_1b8b55fd-f7ff-4f16-a4bf-881fc69f3177.jpg,0,0,0,1
20181216112726_0817c447-fee9-4217-8d4c-96f76810ab0f.jpg,0,0,1,0
20181216112732_b8e770b1-6bc9-440b-bd4e-f2327b456ed2.jpg,0,0,1,0
20181216112734_42bc43d7-2036-4d49-98e3-d6295d9bdbc5.jpg,0,0,0,1
20181216112800_b24d1b2a-20fe-4756-b1d3-7cfdbc983465.jpg,0,0,0,1
20181216112811_262a7e40-7201-4c36-89cc-1f8ae64df006.jpg,0,0,0,1
20181216112825_fb786018-9a2a-4855-aae0-7d83ccc91716.jpg,0,0,1,0
20181216112902_b8e1ce21-1465-4d5f-9bcc-a2aff45e56c1.jpg,0,0,1,0
20181216112922_de836612-b38e-4b86-8efd-393bab65c432.jpg,0,0,1,0
20181216112928_7192286d-d749-4a46-989f-ee68d209b22a.jpg,0,0,0,1
20181216113030_6c89c427-d969-4716-b0a7-1276d9c56734.jpg,0,0,1,0
20181216113141_38ead755-839f-47c2-a19f-ad35098ec50b.jpg,0,0,1,0
20181216113204_befc33ff-359d-4a41-b284-76fa7231bc87.jpg,0,1,0,0
20181216113208_eca5d298-a88f-46e1-b916-f1da1d28c651.jpg,0,0,0,1
20181216113221_ba4c11bf-1a1c-4a46-9b74-b46c7a259442.jpg,0,0,1,0
20181216113232_37e86632-be04-479f-91d2-3fabfaef8308.jpg,0,0,1,0
20181216113237_1d29e304-1ed3-4981-b433-714dc521b803.jpg,0,0,1,0
20181216113420_f3f8d4f8-7e8f-4a9d-8976-de27d8192a6b.jpg,1,0,0,0
20181216113606_0b2f4682-c4b1-4b22-842b-d3ef106193d1.jpg,0,1,0,0
20181216113611_7a874bc2-551e-4643-b94f-281d888ef008.jpg,0,1,0,0
20181216113650_3f800e1b-01d5-4b35-b85c-21f7eb479519.jpg,0,0,1,0
20181216113709_6573d8a2-ff6a-47a2-a4cb-708193abe6b0.jpg,0,1,0,0
20181216113721_b64d0de4-86a8-4419-9187-9ea197526d46.jpg,0,1,0,0
20181216113748_be93dd54-2e3c-444f-ad27-5959b18826d7.jpg,0,0,0,1
20181216113751_86c489a4-0231-4deb-88a6-e8e852bacc12.jpg,0,0,0,1
20181216113802_8a1ee9a8-8d53-441e-a330-6a6ca526264f.jpg,1,0,0,0
20181216113820_a49969b3-adfb-441d-91e5-3c08e96dd36c.jpg,0,0,0,1
20181216113904_2f0ce3f2-73db-4cc1-b0fb-541d1d87e466.jpg,0,0,1,0
20181216113910_ddbcf96b-3b72-4092-8fcb-03e0de079e55.jpg,0,0,0,1
20181216113915_753f2fab-69c5-42c6-b0a3-cb6ac21f75ff.jpg,0,0,1,0
20181216113920_f9506836-8c2d-4abd-a8da-746c3ee786db.jpg,0,0,1,0
20181216113921_ecfcec1f-0837-4c26-8c5b-fdb497c98f7c.jpg,0,0,1,0
20181216113930_4f49b516-d8c7-406a-8430-8cecf84c20d3.jpg,0,0,1,0
20181216113933_f1811988-3764-4374-ab9d-39408aee64a0.jpg,0,0,1,0
20181216114201_3638f320-e3cc-479d-a282-7912bc448b91.jpg,0,1,0,0
20181216114204_3177282d-1aa3-4c5e-bef0-30c79dcb08ea.jpg,0,1,0,0
20181216114212_375f6325-ee66-44b3-b12a-21c2f2bfba9a.jpg,0,1,0,0
20181216114215_3f8ae107-b0d6-4a32-833f-33f86ed50262.jpg,0,1,0,0
20181216114220_731d37e7-4c00-47de-a031-8e3ac0429b64.jpg,0,1,0,0
20181216114235_d6830784-f5b9-42f7-a126-667735805e42.jpg,0,1,0,0
20181216114502_53a18c1e-183b-4717-adee-afde43da229c.jpg,0,0,1,0
20181216114634_cbb0bd18-acd3-4acc-9f51-ff80a23ca4c4.jpg,1,0,0,0
20181216114656_7dc4a285-018d-46ea-83fb-569ea1eee8f0.jpg,1,0,0,0
20181216114703_5e3b14a7-15cd-478b-be70-c48b2dedfe50.jpg,0,1,0,0
20181216114736_bfb9651f-efe7-4f22-b477-19bdcecc61d0.jpg,1,0,0,0
20181216114744_e51af937-f7e0-4c2a-acfe-68a4c2f93a3b.jpg,1,0,0,0
20181216114753_7730ef39-b758-4581-99fb-df1745f452e4.jpg,1,0,0,0
20181216114807_a0884be1-1871-4f87-862c-f50f631565f7.jpg,0,1,0,0
20181216114810_0c3b033e-028f-4260-813d-ffe5c29668fa.jpg,0,1,0,0
20181216114813_6383c978-118d-41ec-8a11-0c7831549099.jpg,0,1,0,0
20181216114815_2a5f44c1-f2cf-4466-be92-3b159feede4e.jpg,0,1,0,0
20181216114820_43746617-62ce-44f1-8cc3-3251351a5f53.jpg,0,1,0,0
20181216114826_097d45e4-f2ad-40fd-81c8-f786fea611b7.jpg,0,1,0,0
20181216114833_28cd9fa6-8409-450d-8758-2fdc5a25dc0c.jpg,1,0,0,0
20181216115240_41ad05f7-c457-42ad-b7da-301db41c8dc4.jpg,0,0,0,1
20181216115611_121cdef1-698a-4570-b5d1-33583881c147.jpg,0,1,0,0
20181216115641_51587f93-a428-432e-a8d7-85cfbd744c02.jpg,0,1,0,0
20181216115646_80cb369e-9407-44f3-8e27-84fdc274c334.jpg,0,1,0,0
20181216115651_9ad91eb1-184d-40c3-974a-ff1ef10ea461.jpg,0,1,0,0
20181216115656_fcdcf8af-8f58-47f0-b1d9-c9b2b9f6fd7e.jpg,0,1,0,0
20181216115703_b3e3385a-3a2c-4c2f-832e-3b2b4377f6ec.jpg,0,0,0,1
20181216115712_964eec0c-746a-4a4a-ab09-c340891a25f9.jpg,0,0,0,1
20181216115723_805039df-1bdf-4a41-b765-caceded04c92.jpg,0,0,1,0
20181216115726_5d84f21e-fec9-4f24-b937-e12a6737b74b.jpg,0,0,0,1
20181216115728_fe9c17a9-c26a-4e8e-a3e0-af06d2f5376e.jpg,0,0,1,0
20181216115743_2764af29-62af-4866-a2ff-bb7edbcfd3f4.jpg,0,1,0,0
20181216120030_1d4bdb8e-453a-4374-9332-9970931727c4.jpg,1,0,0,0
20181216120334_44dda069-3956-4595-878e-ee3c0ac71bb8.jpg,0,1,0,0
20181216120352_b95681ed-20d8-4ea6-906d-0751c99e581c.jpg,0,0,0,1
20181216120451_4e0f560d-5cc1-4a1c-82f8-518600990bcb.jpg,1,0,0,0
20181216121122_1b17a4c5-fb18-4299-b407-847b010cefd0.jpg,1,0,0,0
20181216121124_5c2b4055-3c0f-4565-803f-b9f6670cbd3b.jpg,0,1,0,0
20181216121730_91713262-1b4f-4ec8-b09e-3012378cba21.jpg,1,0,0,0
20181216121928_969f9715-1f60-4ec3-8ef7-305ad1a2a58f.jpg,0,1,0,0
20181216122356_9e58622b-ca43-4ac5-9771-c9f3df3291dd.jpg,1,0,0,0
20181216122408_8f75f49e-44c0-4015-b06e-f7404eee1b1c.jpg,1,0,0,0
20181216122432_a555c89b-988c-4ca0-b6a4-ee9b326b3693.jpg,0,1,0,0
20181216122447_1a009bd3-e1be-4dd4-bcb3-33c6a5fd2c25.jpg,1,0,0,0
20181216122456_bb62875a-4010-4be7-ab15-7fe762db0b7c.jpg,1,0,0,0
20181216122501_7a45993a-3e87-4ef3-8b5f-aebcee1829ec.jpg,1,0,0,0
20181216122504_b4f5565b-c19d-4568-a13e-abff06b67ede.jpg,1,0,0,0
20181216122507_fcc9f73f-dd08-4487-b468-0faed8d79374.jpg,1,0,0,0
20181216122642_e8a3b46b-0152-4389-9cfa-e4814cef7ed5.jpg,1,0,0,0
20181216122650_725b39c6-e23d-4903-b25c-6e48eb252437.jpg,1,0,0,0
20181216122727_84807260-f988-4720-a329-8fedbf4bdaf4.jpg,0,1,0,0
20181216122740_9802c76a-71e5-4502-bec9-d3b361be425b.jpg,0,1,0,0
20181216122802_ceee08cd-565b-4852-99e7-e8002ca6f15d.jpg,0,1,0,0
20181216122805_faa0f274-93db-4c82-aa74-b2a333834463.jpg,0,1,0,0
20181216122812_4798755a-c1a0-46d2-a22b-743ef3c02686.jpg,0,1,0,0
20181216122818_2274ff70-3718-40b3-ac21-841580b4ab8d.jpg,0,1,0,0
20181216122835_1d8acfe0-8f08-4aca-8226-4d42a69d61a1.jpg,0,1,0,0
